section,metric,value
scenario,requests,230
scenario,attempts,3912
scenario,stereo_pairs,782
scenario,avg_angle,20.832556
scenario,avg_area,500.296752
scenario,avg_price,995.544223
scenario,avg_sun_elevation,55.295483
scenario,avg_cloud_cover,1.596771
scenario,avg_priority,2.475460
scenario_raw,requests,230
scenario_raw,attempts,5045
scenario_raw,avg_angle,20.279027
scenario_raw,avg_area,503.305137
scenario_raw,avg_price,1006.691179
scenario_raw,avg_sun_elevation,55.506849
scenario_raw,avg_cloud_cover,1.572614
scenario_raw,avg_priority,2.442022
solution,acquisitions,287
solution,unique_requests_served,215
solution,total_score,164.7082259663034165
solution,ofv,-164.7082259663042691
solution,total_profit,284392.000000
solution,total_area,163083.524695
solution,avg_cloud_cover,1.699315
solution,cloud_good_lt10,286
solution,cloud_bad_gt30,0
solution,avg_angle,21.770719
solution,angle_good_le10,28
solution,angle_bad_ge30,15
solution,avg_priority,2.439024
solution,priority_1,83
solution,priority_2,58
solution,priority_3,83
solution,priority_4,63
solution,avg_sun_elevation,55.538498
rko,best_mh,BRKGA
rko,time_to_best,572.886
rko,solver_time,601.057
rko,total_time,601.066
rko,pool_diversity,10
rko,pool_size,10
rko,stereo_pairs_complete,20
rko,stereo_acq_selected,42
rko,strip_acq_selected,103
